county14,cbsatype,county,cntyname2,pop10,afact
26031, , ,Cheboygan MI,26152,1
26033,Micro, ,Chippewa MI,38520,1
26035, , ,Clare MI,30926,1
26037,Metro, ,Clinton MI,75382,1
26039, , ,Crawford MI,14074,1
26041,Micro, ,Delta MI,37069,1
26043,Micro, ,Dickinson MI,26168,1
26045,Metro, ,Eaton MI,107759,1
26047, , ,Emmet MI,32694,1
26049,Metro, ,Genesee MI,425790,1
26051, , ,Gladwin MI,25692,1
26053, , ,Gogebic MI,16427,1
26055,Micro, ,Grand Traverse MI,86986,1
26057,Micro, ,Gratiot MI,42476,1
26059,Micro, ,Hillsdale MI,46688,1
26061,Micro, ,Houghton MI,36628,1
26063, , ,Huron MI,33118,1
26065,Metro, ,Ingham MI,280895,1
26067,Micro, ,Ionia MI,63905,1
26069, , ,Iosco MI,25887,1
26071, , ,Iron MI,11817,1
26073,Micro, ,Isabella MI,70311,1
26075,Metro, ,Jackson MI,160248,1
26077,Metro, ,Kalamazoo MI,250331,1
26079,Micro, ,Kalkaska MI,17153,1
26081,Metro, ,Kent MI,602622,1
26083,Micro, ,Keweenaw MI,2156,1
26085, , ,Lake MI,11539,1
26087,Metro, ,Lapeer MI,88319,1
26089,Micro, ,Leelanau MI,21708,1
26091,Micro, ,Lenawee MI,99892,1
26093,Metro, ,Livingston MI,180967,1
26095, , ,Luce MI,6631,1
26097, , ,Mackinac MI,11113,1
26099,Metro, ,Macomb MI,840978,1
26101, , ,Manistee MI,24733,1
26103,Micro, ,Marquette MI,67077,1
26105,Micro, ,Mason MI,28705,1
26107,Micro, ,Mecosta MI,42798,1
26109,Micro, ,Menominee MI,24029,1
26111,Metro, ,Midland MI,83629,1
26113,Micro, ,Missaukee MI,14849,1
26115,Metro, ,Monroe MI,152021,1
26117,Metro, ,Montcalm MI,63342,1
26119, , ,Montmorency MI,9765,1
26121,Metro, ,Muskegon MI,172188,1
26123, , ,Newaygo MI,48460,1
26125,Metro, ,Oakland MI,1202362,1
26127, , ,Oceana MI,26570,1
26129, , ,Ogemaw MI,21699,1
26131, , ,Ontonagon MI,6780,1
26133, , ,Osceola MI,23528,1
26135, , ,Oscoda MI,8640,1
26137, , ,Otsego MI,24164,1
26139,Metro, ,Ottawa MI,263801,1
26141, , ,Presque Isle MI,13376,1
26143, , ,Roscommon MI,24449,1
26145,Metro, ,Saginaw MI,200169,1
26147,Metro, ,St. Clair MI,163040,1
26149,Micro, ,St. Joseph MI,61295,1
26151, , ,Sanilac MI,43114,1
26153, , ,Schoolcraft MI,8485,1
26155,Micro, ,Shiawassee MI,70648,1
26157, , ,Tuscola MI,55729,1
26159,Metro, ,Van Buren MI,76258,1
26161,Metro, ,Washtenaw MI,344791,1
26163,Metro, ,Wayne MI,1820584,1
26165,Micro, ,Wexford MI,32735,1
27001, , ,Aitkin MN,16202,1
27003,Metro, ,Anoka MN,330844,1
27005, , ,Becker MN,32504,1
27007,Micro, ,Beltrami MN,44442,1
27009,Metro, ,Benton MN,38451,1
27011, , ,Big Stone MN,5269,1
27013,Metro, ,Blue Earth MN,64013,1
27015,Micro, ,Brown MN,25893,1
27017,Metro, ,Carlton MN,35386,1
27019,Metro, ,Carver MN,91042,1
27021,Micro, ,Cass MN,28567,1
27023, , ,Chippewa MN,12441,1
27025,Metro, ,Chisago MN,53887,1
27027,Metro, ,Clay MN,58999,1
27029, , ,Clearwater MN,8695,1
27031, , ,Cook MN,5176,1
27033, , ,Cottonwood MN,11687,1
27035,Micro, ,Crow Wing MN,62500,1
27037,Metro, ,Dakota MN,398552,1
27039,Metro, ,Dodge MN,20087,1
27041,Micro, ,Douglas MN,36009,1
27043, , ,Faribault MN,14553,1
27045,Metro, ,Fillmore MN,20866,1
27047,Micro, ,Freeborn MN,31255,1
27049,Micro, ,Goodhue MN,46183,1
27051, , ,Grant MN,6018,1
27053,Metro, ,Hennepin MN,1152425,1
27055,Metro, ,Houston MN,19027,1
27057, , ,Hubbard MN,20428,1
27059,Metro, ,Isanti MN,37816,1
27061,Micro, ,Itasca MN,45058,1
27063, , ,Jackson MN,10266,1
27065, , ,Kanabec MN,16239,1
27067,Micro, ,Kandiyohi MN,42239,1
27069, , ,Kittson MN,4552,1
27071, , ,Koochiching MN,13311,1
27073, , ,Lac qui Parle MN,7259,1
27075, , ,Lake MN,10866,1
27077, , ,Lake of the Woods MN,4045,1
27079,Metro, ,Le Sueur MN,27703,1
27081, , ,Lincoln MN,5896,1
27083,Micro, ,Lyon MN,25857,1
27085,Micro, ,McLeod MN,36651,1
27087, , ,Mahnomen MN,5413,1
27089, , ,Marshall MN,9439,1
27091,Micro, ,Martin MN,20840,1
27093, , ,Meeker MN,23300,1
27095,Metro, ,Mille Lacs MN,26097,1
27097, , ,Morrison MN,33198,1
27099,Micro, ,Mower MN,39163,1
27101, , ,Murray MN,8725,1
27103,Metro, ,Nicollet MN,32727,1
27105,Micro, ,Nobles MN,21378,1
27107, , ,Norman MN,6852,1
27109,Metro, ,Olmsted MN,144248,1
27111,Micro, ,Otter Tail MN,57303,1
27113, , ,Pennington MN,13930,1
27115, , ,Pine MN,29750,1
27117, , ,Pipestone MN,9596,1
27119,Metro, ,Polk MN,31600,1
27121, , ,Pope MN,10995,1
27123,Metro, ,Ramsey MN,508640,1
27125, , ,Red Lake MN,4089,1
27127, , ,Redwood MN,16059,1
27129, , ,Renville MN,15730,1
27131,Micro, ,Rice MN,64142,1
27133, , ,Rock MN,9687,1
27135, , ,Roseau MN,15629,1
27137,Metro, ,St. Louis MN,200226,1
27139,Metro, ,Scott MN,129928,1
27141,Metro, ,Sherburne MN,88499,1
27143,Metro, ,Sibley MN,15226,1
27145,Metro, ,Stearns MN,150642,1
27147,Micro, ,Steele MN,36576,1
27149, , ,Stevens MN,9726,1
27151, , ,Swift MN,9783,1
27153, , ,Todd MN,24895,1
27155, , ,Traverse MN,3558,1
27157,Metro, ,Wabasha MN,21676,1
27159, , ,Wadena MN,13843,1
27161, , ,Waseca MN,19136,1
27163,Metro, ,Washington MN,238136,1
27165, , ,Watonwan MN,11211,1
27167,Micro, ,Wilkin MN,6576,1
27169,Micro, ,Winona MN,51461,1
27171,Metro, ,Wright MN,124700,1
27173, , ,Yellow Medicine MN,10438,1
28001,Micro, ,Adams MS,32297,1
28003,Micro, ,Alcorn MS,37057,1
28005,Micro, ,Amite MS,13131,1
28007, , ,Attala MS,19564,1
28009,Metro, ,Benton MS,8729,1
28011,Micro, ,Bolivar MS,34145,1
28013, , ,Calhoun MS,14962,1
28015,Micro, ,Carroll MS,10597,1
28017, , ,Chickasaw MS,17392,1
28019, , ,Choctaw MS,8547,1
28021,Micro, ,Claiborne MS,9604,1
28023,Micro, ,Clarke MS,16732,1
28025,Micro, ,Clay MS,20634,1
28027,Micro, ,Coahoma MS,26151,1
28029,Metro, ,Copiah MS,29449,1
28031, , ,Covington MS,19568,1
28033,Metro, ,DeSoto MS,161252,1
28035,Metro, ,Forrest MS,74934,1
28037, , ,Franklin MS,8118,1
28039, , ,George MS,22578,1
28041, , ,Greene MS,14400,1
28043,Micro, ,Grenada MS,21906,1
28045,Metro, ,Hancock MS,43929,1
28047,Metro, ,Harrison MS,187105,1
28049,Metro, ,Hinds MS,245285,1
28051, , ,Holmes MS,19198,1
28053, , ,Humphreys MS,9375,1
28055, , ,Issaquena MS,1406,1
28057,Micro, ,Itawamba MS,23401,1
28059,Metro, ,Jackson MS,139668,1
28061,Micro, ,Jasper MS,17062,1
28063, , ,Jefferson MS,7726,1
28065, , ,Jefferson Davis MS,12487,1
28067,Micro, ,Jones MS,67761,1
28069,Micro, ,Kemper MS,10456,1
28071,Micro, ,Lafayette MS,47351,1
28073,Metro, ,Lamar MS,55658,1
28075,Micro, ,Lauderdale MS,80261,1
28077, , ,Lawrence MS,12929,1
28079, , ,Leake MS,23805,1
28081,Micro, ,Lee MS,82910,1
28083,Micro, ,Leflore MS,32317,1
28085,Micro, ,Lincoln MS,34869,1
28087,Micro, ,Lowndes MS,59779,1
28089,Metro, ,Madison MS,95203,1
28091, , ,Marion MS,27088,1
28093,Metro, ,Marshall MS,37144,1
28095, , ,Monroe MS,36989,1
28097, , ,Montgomery MS,10925,1
28099, , ,Neshoba MS,29676,1
28101, , ,Newton MS,21720,1
28103, , ,Noxubee MS,11545,1
28105,Micro, ,Oktibbeha MS,47671,1
28107, , ,Panola MS,34707,1
28109,Micro, ,Pearl River MS,55834,1
28111,Metro, ,Perry MS,12250,1
28113,Micro, ,Pike MS,40404,1
28115,Micro, ,Pontotoc MS,29957,1
28117, , ,Prentiss MS,25276,1
28119, , ,Quitman MS,8223,1
28121,Metro, ,Rankin MS,141617,1
28123, , ,Scott MS,28264,1
28125, , ,Sharkey MS,4916,1
28127,Metro, ,Simpson MS,27503,1
28129, , ,Smith MS,16491,1
28131, , ,Stone MS,17786,1
28133,Micro, ,Sunflower MS,29450,1
28135, , ,Tallahatchie MS,15378,1
28137,Metro, ,Tate MS,28886,1
28139, , ,Tippah MS,22232,1
28141, , ,Tishomingo MS,19593,1
28143,Metro, ,Tunica MS,10778,1
28145, , ,Union MS,27134,1
28147, , ,Walthall MS,15443,1
28149,Micro, ,Warren MS,48773,1
28151,Micro, ,Washington MS,51137,1
28153, , ,Wayne MS,20747,1
28155, , ,Webster MS,10253,1
28157, , ,Wilkinson MS,9878,1
28159, , ,Winston MS,19198,1
28161, , ,Yalobusha MS,12678,1
28163,Metro, ,Yazoo MS,28065,1
29001,Micro, ,Adair MO,25607,1
29003,Metro, ,Andrew MO,17291,1
29005, , ,Atchison MO,5685,1
29007,Micro, ,Audrain MO,25529,1
29009, , ,Barry MO,35597,1
29011, , ,Barton MO,12402,1
29013,Metro, ,Bates MO,17049,1
29015, , ,Benton MO,19056,1
29017,Metro, ,Bollinger MO,12363,1
29019,Metro, ,Boone MO,162642,1
29021,Metro, ,Buchanan MO,89201,1
29023,Micro, ,Butler MO,42794,1
29025,Metro, ,Caldwell MO,9424,1
29027,Metro, ,Callaway MO,44332,1
29029, , ,Camden MO,44002,1
29031,Metro, ,Cape Girardeau MO,75674,1
29033, , ,Carroll MO,9295,1
29035, , ,Carter MO,6265,1
29037,Metro, ,Cass MO,99478,1
29039, , ,Cedar MO,13982,1
29041, , ,Chariton MO,7831,1
29043,Metro, ,Christian MO,77422,1
29045,Micro, ,Clark MO,7139,1
29047,Metro, ,Clay MO,221939,1
29049,Metro, ,Clinton MO,20743,1
29051,Metro, ,Cole MO,75990,1
29053, , ,Cooper MO,17601,1
29055, , ,Crawford MO,24696,1
29057, , ,Dade MO,7883,1
29059,Metro, ,Dallas MO,16777,1
29061, , ,Daviess MO,8433,1
29063,Metro, ,DeKalb MO,12892,1
29065, , ,Dent MO,15657,1
29067, , ,Douglas MO,13684,1
29069,Micro, ,Dunklin MO,31953,1
29071,Metro, ,Franklin MO,101492,1
29073, , ,Gasconade MO,15222,1
29075, , ,Gentry MO,6738,1
29077,Metro, ,Greene MO,275174,1
29079, , ,Grundy MO,10261,1
29081, , ,Harrison MO,8957,1
29083, , ,Henry MO,22272,1
29085, , ,Hickory MO,9627,1
29087, , ,Holt MO,4912,1
29089, , ,Howard MO,10144,1
29091,Micro, ,Howell MO,40400,1
29093, , ,Iron MO,10630,1
29095,Metro, ,Jackson MO,674158,1
29097,Metro, ,Jasper MO,117404,1
29099,Metro, ,Jefferson MO,218733,1
29101,Micro, ,Johnson MO,52595,1
29103, , ,Knox MO,4131,1
29105,Micro, ,Laclede MO,35571,1
29107,Metro, ,Lafayette MO,33381,1
29109, , ,Lawrence MO,38634,1
29111,Micro, ,Lewis MO,10211,1
29113,Metro, ,Lincoln MO,52566,1
29115, , ,Linn MO,12761,1
29117, , ,Livingston MO,15195,1
29119,Metro, ,McDonald MO,23083,1
29121, , ,Macon MO,15566,1
29123, , ,Madison MO,12226,1
29125, , ,Maries MO,9176,1
29127,Micro, ,Marion MO,28781,1
29129, , ,Mercer MO,3785,1
29131, , ,Miller MO,24748,1
29133, , ,Mississippi MO,14358,1
29135,Metro, ,Moniteau MO,15607,1
29137, , ,Monroe MO,8840,1
29139, , ,Montgomery MO,12236,1
29141, , ,Morgan MO,20565,1
29143, , ,New Madrid MO,18956,1
29145,Metro, ,Newton MO,58114,1
29147,Micro, ,Nodaway MO,23370,1
29149, , ,Oregon MO,10881,1
29151,Metro, ,Osage MO,13878,1
29153, , ,Ozark MO,9723,1
29155, , ,Pemiscot MO,18296,1
29157, , ,Perry MO,18971,1
29159,Micro, ,Pettis MO,42201,1
29161,Micro, ,Phelps MO,45156,1
29163, , ,Pike MO,18516,1
29165,Metro, ,Platte MO,89322,1
29167,Metro, ,Polk MO,31137,1
29169,Micro, ,Pulaski MO,52274,1
29171, , ,Putnam MO,4979,1
29173,Micro, ,Ralls MO,10167,1
29175,Micro, ,Randolph MO,25414,1
29177,Metro, ,Ray MO,23494,1
29179, , ,Reynolds MO,6696,1
29181, , ,Ripley MO,14100,1
29183,Metro, ,St. Charles MO,360485,1
29185, , ,St. Clair MO,9805,1
29186, , ,Ste. Genevieve MO,18145,1
29187,Micro, ,St. Francois MO,65359,1
29189,Metro, ,St. Louis MO,998954,1
29195,Micro, ,Saline MO,23370,1
29197,Micro, ,Schuyler MO,4431,1
29199, , ,Scotland MO,4843,1
29201,Micro, ,Scott MO,39191,1
29203, , ,Shannon MO,8441,1
29205, , ,Shelby MO,6373,1
29207, , ,Stoddard MO,29968,1
29209,Micro, ,Stone MO,32202,1
29211, , ,Sullivan MO,6714,1
29213,Micro, ,Taney MO,51675,1
29215, , ,Texas MO,26008,1
29217, , ,Vernon MO,21159,1
29219,Metro, ,Warren MO,32513,1
29221, , ,Washington MO,25195,1
29223, , ,Wayne MO,13521,1
29225,Metro, ,Webster MO,36202,1
29227, , ,Worth MO,2171,1
29229, , ,Wright MO,18815,1
29510,Metro, ,St. Louis city MO,319294,1
30001, , ,Beaverhead MT,9246,1
30003, , ,Big Horn MT,12865,1
30005, , ,Blaine MT,6491,1
30007, , ,Broadwater MT,5612,1
30009,Metro, ,Carbon MT,10078,1
30011, , ,Carter MT,1160,1
30013,Metro, ,Cascade MT,81327,1
30015, , ,Chouteau MT,5813,1
30017, , ,Custer MT,11699,1
30019, , ,Daniels MT,1751,1
30021, , ,Dawson MT,8966,1
30023, , ,Deer Lodge MT,9298,1
30025, , ,Fallon MT,2890,1
30027, , ,Fergus MT,11586,1
30029,Micro, ,Flathead MT,90928,1
30031,Micro, ,Gallatin MT,89513,1
30033, , ,Garfield MT,1206,1
30035, , ,Glacier MT,13399,1
30037,Metro, ,Golden Valley MT,884,1
30039, , ,Granite MT,3079,1
30041, , ,Hill MT,16096,1
30043,Micro, ,Jefferson MT,11406,1
30045, , ,Judith Basin MT,2072,1
30047, , ,Lake MT,28746,1
30049,Micro, ,Lewis and Clark MT,63395,1
30051, , ,Liberty MT,2339,1
30053, , ,Lincoln MT,19687,1
30055, , ,McCone MT,1734,1
30057, , ,Madison MT,7691,1
30059, , ,Meagher MT,1891,1
30061, , ,Mineral MT,4223,1
30063,Metro, ,Missoula MT,109299,1
30065, , ,Musselshell MT,4538,1
30067, , ,Park MT,15636,1
30069, , ,Petroleum MT,494,1
30071, , ,Phillips MT,4253,1
30073, , ,Pondera MT,6153,1
30075, , ,Powder River MT,1743,1
30077, , ,Powell MT,7027,1
30079, , ,Prairie MT,1179,1
30081, , ,Ravalli MT,40212,1
30083, , ,Richland MT,9746,1
30085, , ,Roosevelt MT,10425,1
30087, , ,Rosebud MT,9233,1
30089, , ,Sanders MT,11413,1
30091, , ,Sheridan MT,3384,1
30093,Micro, ,Silver Bow MT,34200,1
30095, , ,Stillwater MT,9117,1
30097, , ,Sweet Grass MT,3651,1
30099, , ,Teton MT,6073,1
30101, , ,Toole MT,5324,1
30103, , ,Treasure MT,718,1
30105, , ,Valley MT,7369,1
30107, , ,Wheatland MT,2168,1
30109, , ,Wibaux MT,1017,1
30111,Metro, ,Yellowstone MT,147972,1
31001,Micro, ,Adams NE,31364,1
31003, , ,Antelope NE,6685,1
31005, , ,Arthur NE,460,1
31007,Micro, ,Banner NE,690,1
31009, , ,Blaine NE,478,1
31011, , ,Boone NE,5505,1
31013, , ,Box Butte NE,11308,1
31015, , ,Boyd NE,2099,1
31017, , ,Brown NE,3145,1
31019,Micro, ,Buffalo NE,46102,1
31021, , ,Burt NE,6858,1
31023, , ,Butler NE,8395,1
31025,Metro, ,Cass NE,25241,1
31027, , ,Cedar NE,8852,1
31029, , ,Chase NE,3966,1
31031, , ,Cherry NE,5713,1
31033, , ,Cheyenne NE,9998,1
31035, , ,Clay NE,6542,1
31037, , ,Colfax NE,10515,1
31039, , ,Cuming NE,9139,1
31041, , ,Custer NE,10939,1
31043,Metro, ,Dakota NE,21006,1
31045, , ,Dawes NE,9182,1
31047,Micro, ,Dawson NE,24326,1
31049, , ,Deuel NE,1941,1
31051,Metro, ,Dixon NE,6000,1
31053,Micro, ,Dodge NE,36691,1
31055,Metro, ,Douglas NE,517110,1
31057, , ,Dundy NE,2008,1
31059, , ,Fillmore NE,5890,1
31061, , ,Franklin NE,3225,1
31063, , ,Frontier NE,2756,1
31065, , ,Furnas NE,4959,1
31067,Micro, ,Gage NE,22311,1
31069, , ,Garden NE,2057,1
31071, , ,Garfield NE,2049,1
31073,Micro, ,Gosper NE,2044,1
31075, , ,Grant NE,614,1
31077, , ,Greeley NE,2538,1
31079,Metro, ,Hall NE,58607,1
31081,Metro, ,Hamilton NE,9124,1
31083, , ,Harlan NE,3423,1
31085, , ,Hayes NE,967,1
31087, , ,Hitchcock NE,2908,1
31089, , ,Holt NE,10435,1
31091, , ,Hooker NE,736,1
31093,Metro, ,Howard NE,6274,1
31095, , ,Jefferson NE,7547,1
31097, , ,Johnson NE,5217,1
31099,Micro, ,Kearney NE,6489,1
31101, , ,Keith NE,8368,1
31103, , ,Keya Paha NE,824,1
31105, , ,Kimball NE,3821,1
31107, , ,Knox NE,8701,1
31109,Metro, ,Lancaster NE,285407,1
31111,Micro, ,Lincoln NE,36288,1
31113,Micro, ,Logan NE,763,1
31115, , ,Loup NE,632,1
31117,Micro, ,McPherson NE,539,1
31119,Micro, ,Madison NE,34876,1
31121,Metro, ,Merrick NE,7845,1
31123, , ,Morrill NE,5042,1
31125, , ,Nance NE,3735,1
31127, , ,Nemaha NE,7248,1
31129, , ,Nuckolls NE,4500,1
31131, , ,Otoe NE,15740,1
31133, , ,Pawnee NE,2773,1
31135, , ,Perkins NE,2970,1
31137, , ,Phelps NE,9188,1
31139,Micro, ,Pierce NE,7266,1
31141,Micro, ,Platte NE,32237,1
31143, , ,Polk NE,5406,1
31145, , ,Red Willow NE,11055,1
31147, , ,Richardson NE,8363,1
31149, , ,Rock NE,1526,1
31151, , ,Saline NE,14200,1
31153,Metro, ,Sarpy NE,158840,1
31155,Metro, ,Saunders NE,20780,1
31157,Micro, ,Scotts Bluff NE,36970,1
31159,Metro, ,Seward NE,16750,1
31161, , ,Sheridan NE,5469,1
31163, , ,Sherman NE,3152,1
31165,Micro, ,Sioux NE,1311,1
31167,Micro, ,Stanton NE,6129,1
31169, , ,Thayer NE,5228,1
31171, , ,Thomas NE,647,1
31173, , ,Thurston NE,6940,1
31175, , ,Valley NE,4260,1
31177,Metro, ,Washington NE,20234,1
31179, , ,Wayne NE,9595,1
31181, , ,Webster NE,3812,1
31183, , ,Wheeler NE,818,1
31185, , ,York NE,13665,1
32001,Micro, ,Churchill NV,24877,1
32003,Metro, ,Clark NV,1951269,1
32005,Micro, ,Douglas NV,46997,1
32007,Micro, ,Elko NV,48818,1
32009, , ,Esmeralda NV,783,1
32011,Micro, ,Eureka NV,1987,1
32013,Micro, ,Humboldt NV,16528,1
32015, , ,Lander NV,5775,1
32017, , ,Lincoln NV,5345,1
32019,Micro, ,Lyon NV,51980,1
32021, , ,Mineral NV,4772,1
32023,Micro, ,Nye NV,43946,1
32027, , ,Pershing NV,6753,1
32029,Metro, ,Storey NV,4010,1
32031,Metro, ,Washoe NV,421407,1
32033, , ,White Pine NV,10030,1
32510,Metro, ,Carson City NV,55274,1
33001,Micro, ,Belknap NH,60088,1
33003, , ,Carroll NH,47818,1
33005,Micro, ,Cheshire NH,77117,1
33007,Micro, ,Coos NH,33055,1
33009,Micro, ,Grafton NH,89118,1
33011,Metro, ,Hillsborough NH,400721,1
33013,Micro, ,Merrimack NH,146445,1
33015,Metro, ,Rockingham NH,295223,1
33017,Metro, ,Strafford NH,123143,1
33019,Micro, ,Sullivan NH,43742,1
34001,Metro, ,Atlantic NJ,274549,1
34003,Metro, ,Bergen NJ,905116,1
34005,Metro, ,Burlington NJ,448734,1
34007,Metro, ,Camden NJ,513657,1
34009,Metro, ,Cape May NJ,97265,1
34011,Metro, ,Cumberland NJ,156898,1
34013,Metro, ,Essex NJ,783969,1
34015,Metro, ,Gloucester NJ,288288,1
34017,Metro, ,Hudson NJ,634266,1
34019,Metro, ,Hunterdon NJ,128349,1
34021,Metro, ,Mercer NJ,366513,1
34023,Metro, ,Middlesex NJ,809858,1
34025,Metro, ,Monmouth NJ,630380,1
34027,Metro, ,Morris NJ,492276,1
34029,Metro, ,Ocean NJ,576567,1
34031,Metro, ,Passaic NJ,501226,1
34033,Metro, ,Salem NJ,66083,1
34035,Metro, ,Somerset NJ,323444,1
34037,Metro, ,Sussex NJ,149265,1
34039,Metro, ,Union NJ,536499,1
34041,Metro, ,Warren NJ,108692,1
35001,Metro, ,Bernalillo NM,662564,1
35003, , ,Catron NM,3725,1
35005,Micro, ,Chaves NM,65645,1
35006,Micro, ,Cibola NM,27213,1
35007, , ,Colfax NM,13750,1
35009,Micro, ,Curry NM,48376,1
35011, , ,DeBaca NM,2022,1
35013,Metro, ,Dona Ana NM,209233,1
35015,Micro, ,Eddy NM,53829,1
35017,Micro, ,Grant NM,29514,1
35019, , ,Guadalupe NM,4687,1
35021, , ,Harding NM,695,1
35023, , ,Hidalgo NM,4894,1
35025,Micro, ,Lea NM,64727,1
35027,Micro, ,Lincoln NM,20497,1
35028,Micro, ,Los Alamos NM,17950,1
35029,Micro, ,Luna NM,25095,1
35031,Micro, ,McKinley NM,71492,1
35033, , ,Mora NM,4881,1
35035,Micro, ,Otero NM,63797,1
35037, , ,Quay NM,9041,1
35039,Micro, ,Rio Arriba NM,40246,1
35041,Micro, ,Roosevelt NM,19846,1
35043,Metro, ,Sandoval NM,131561,1
35045,Metro, ,San Juan NM,130044,1
35047,Micro, ,San Miguel NM,29393,1
35049,Metro, ,Santa Fe NM,144170,1
35051, , ,Sierra NM,11988,1
35053, , ,Socorro NM,17866,1
35055,Micro, ,Taos NM,32937,1
35057,Metro, ,Torrance NM,16383,1
35059, , ,Union NM,4549,1
35061,Metro, ,Valencia NM,76569,1
36001,Metro, ,Albany NY,304204,1
36003, , ,Allegany NY,48946,1
36005,Metro, ,Bronx NY,1385108,1
36007,Metro, ,Broome NY,200600,1
36009,Micro, ,Cattaraugus NY,80317,1
36011,Micro, ,Cayuga NY,80026,1
36013,Micro, ,Chautauqua NY,134905,1
36015,Metro, ,Chemung NY,88830,1
36017, , ,Chenango NY,50477,1
36019,Micro, ,Clinton NY,82128,1
36021,Micro, ,Columbia NY,63096,1
36023,Micro, ,Cortland NY,49336,1
36025, , ,Delaware NY,47980,1
36027,Metro, ,Dutchess NY,297488,1
36029,Metro, ,Erie NY,919040,1
36031, , ,Essex NY,39370,1
36033,Micro, ,Franklin NY,51599,1
36035,Micro, ,Fulton NY,55531,1
36037,Micro, ,Genesee NY,60079,1
36039, , ,Greene NY,49221,1
36041, , ,Hamilton NY,4836,1
36043,Metro, ,Herkimer NY,64519,1
36045,Metro, ,Jefferson NY,116229,1
36047,Metro, ,Kings NY,2504700,1
36049, , ,Lewis NY,27087,1
36051,Metro, ,Livingston NY,65393,1
36053,Metro, ,Madison NY,73442,1
36055,Metro, ,Monroe NY,744344,1
36057,Micro, ,Montgomery NY,50219,1
36059,Metro, ,Nassau NY,1339532,1
36061,Metro, ,New York NY,1585873,1
36063,Metro, ,Niagara NY,216469,1
36065,Metro, ,Oneida NY,234878,1
36067,Metro, ,Onondaga NY,467026,1
36069,Metro, ,Ontario NY,107931,1
36071,Metro, ,Orange NY,372813,1
36073,Metro, ,Orleans NY,42883,1
36075,Metro, ,Oswego NY,122109,1
36077,Micro, ,Otsego NY,62259,1
36079,Metro, ,Putnam NY,99710,1
36081,Metro, ,Queens NY,2230722,1
36083,Metro, ,Rensselaer NY,159429,1
36085,Metro, ,Richmond NY,468730,1
36087,Metro, ,Rockland NY,311687,1
36089,Micro, ,St. Lawrence NY,111944,1
36091,Metro, ,Saratoga NY,219607,1
36093,Metro, ,Schenectady NY,154727,1
36095,Metro, ,Schoharie NY,32749,1
36097, , ,Schuyler NY,18343,1
36099,Micro, ,Seneca NY,35251,1
36101,Micro, ,Steuben NY,98990,1
36103,Metro, ,Suffolk NY,1493350,1
36105, , ,Sullivan NY,77547,1
36107,Metro, ,Tioga NY,51125,1
36109,Metro, ,Tompkins NY,101564,1
36111,Metro, ,Ulster NY,182493,1
36113,Metro, ,Warren NY,65707,1
