county14,cbsatype,county,cntyname2,pop10,afact
47177,Micro, ,Warren TN,39839,1
47179,Metro, ,Washington TN,122979,1
47181, , ,Wayne TN,17021,1
47183,Micro, ,Weakley TN,35021,1
47185, , ,White TN,25841,1
47187,Metro, ,Williamson TN,183182,1
47189,Metro, ,Wilson TN,113993,1
48001,Micro, ,Anderson TX,58458,1
48003,Micro, ,Andrews TX,14786,1
48005,Micro, ,Angelina TX,86771,1
48007,Metro, ,Aransas TX,23158,1
48009,Metro, ,Archer TX,9054,1
48011,Metro, ,Armstrong TX,1901,1
48013,Metro, ,Atascosa TX,44911,1
48015,Metro, ,Austin TX,28417,1
48017, , ,Bailey TX,7165,1
48019,Metro, ,Bandera TX,20485,1
48021,Metro, ,Bastrop TX,74171,1
48023, , ,Baylor TX,3726,1
48025,Micro, ,Bee TX,31861,1
48027,Metro, ,Bell TX,310235,1
48029,Metro, ,Bexar TX,1714773,1
48031, , ,Blanco TX,10497,1
48033, , ,Borden TX,641,1
48035, , ,Bosque TX,18212,1
48037,Metro, ,Bowie TX,92565,1
48039,Metro, ,Brazoria TX,313166,1
48041,Metro, ,Brazos TX,194851,1
48043, , ,Brewster TX,9232,1
48045, , ,Briscoe TX,1637,1
48047, , ,Brooks TX,7223,1
48049,Micro, ,Brown TX,38106,1
48051,Metro, ,Burleson TX,17187,1
48053, , ,Burnet TX,42750,1
48055,Metro, ,Caldwell TX,38066,1
48057,Micro, ,Calhoun TX,21381,1
48059,Metro, ,Callahan TX,13544,1
48061,Metro, ,Cameron TX,406220,1
48063, , ,Camp TX,12401,1
48065,Metro, ,Carson TX,6182,1
48067, , ,Cass TX,30464,1
48069, , ,Castro TX,8062,1
48071,Metro, ,Chambers TX,35096,1
48073,Micro, ,Cherokee TX,50845,1
48075, , ,Childress TX,7041,1
48077,Metro, ,Clay TX,10752,1
48079, , ,Cochran TX,3127,1
48081, , ,Coke TX,3320,1
48083, , ,Coleman TX,8895,1
48085,Metro, ,Collin TX,782341,1
48087, , ,Collingsworth TX,3057,1
48089, , ,Colorado TX,20874,1
48091,Metro, ,Comal TX,108472,1
48093, , ,Comanche TX,13974,1
48095, , ,Concho TX,4087,1
48097,Micro, ,Cooke TX,38437,1
48099,Metro, ,Coryell TX,75388,1
48101, , ,Cottle TX,1505,1
48103, , ,Crane TX,4375,1
48105, , ,Crockett TX,3719,1
48107,Metro, ,Crosby TX,6059,1
48109, , ,Culberson TX,2398,1
48111, , ,Dallam TX,6703,1
48113,Metro, ,Dallas TX,2368139,1
48115,Micro, ,Dawson TX,13833,1
48117,Micro, ,Deaf Smith TX,19372,1
48119, , ,Delta TX,5231,1
48121,Metro, ,Denton TX,662614,1
48123, , ,DeWitt TX,20097,1
48125, , ,Dickens TX,2444,1
48127, , ,Dimmit TX,9996,1
48129, , ,Donley TX,3677,1
48131, , ,Duval TX,11782,1
48133, , ,Eastland TX,18583,1
48135,Metro, ,Ector TX,137130,1
48137, , ,Edwards TX,2002,1
48139,Metro, ,Ellis TX,149610,1
48141,Metro, ,El Paso TX,800647,1
48143,Micro, ,Erath TX,37890,1
48145,Metro, ,Falls TX,17866,1
48147,Micro, ,Fannin TX,33915,1
48149, , ,Fayette TX,24554,1
48151, , ,Fisher TX,3974,1
48153, , ,Floyd TX,6446,1
48155, , ,Foard TX,1336,1
48157,Metro, ,Fort Bend TX,585375,1
48159, , ,Franklin TX,10605,1
48161, , ,Freestone TX,19816,1
48163, , ,Frio TX,17217,1
48165, , ,Gaines TX,17526,1
48167,Metro, ,Galveston TX,291309,1
48169, , ,Garza TX,6461,1
48171,Micro, ,Gillespie TX,24837,1
48173,Micro, ,Glasscock TX,1226,1
48175,Metro, ,Goliad TX,7210,1
48177, , ,Gonzales TX,19807,1
48179,Micro, ,Gray TX,22535,1
48181,Metro, ,Grayson TX,120877,1
48183,Metro, ,Gregg TX,121730,1
48185, , ,Grimes TX,26604,1
48187,Metro, ,Guadalupe TX,131533,1
48189,Micro, ,Hale TX,36273,1
48191, , ,Hall TX,3353,1
48193, , ,Hamilton TX,8517,1
48195, , ,Hansford TX,5613,1
48197, , ,Hardeman TX,4139,1
48199,Metro, ,Hardin TX,54635,1
48201,Metro, ,Harris TX,4092459,1
48203,Micro, ,Harrison TX,65631,1
48205, , ,Hartley TX,6062,1
48207, , ,Haskell TX,5899,1
48209,Metro, ,Hays TX,157107,1
48211, , ,Hemphill TX,3807,1
48213,Micro, ,Henderson TX,78532,1
48215,Metro, ,Hidalgo TX,774769,1
48217, , ,Hill TX,35089,1
48219,Micro, ,Hockley TX,22935,1
48221,Metro, ,Hood TX,51182,1
48223,Micro, ,Hopkins TX,35161,1
48225, , ,Houston TX,23732,1
48227,Micro, ,Howard TX,35012,1
48229,Metro, ,Hudspeth TX,3476,1
48231,Metro, ,Hunt TX,86129,1
48233,Micro, ,Hutchinson TX,22150,1
48235,Metro, ,Irion TX,1599,1
48237, , ,Jack TX,9044,1
48239, , ,Jackson TX,14075,1
48241, , ,Jasper TX,35710,1
48243, , ,Jeff Davis TX,2342,1
48245,Metro, ,Jefferson TX,252273,1
48247, , ,Jim Hogg TX,5300,1
48249,Micro, ,Jim Wells TX,40838,1
48251,Metro, ,Johnson TX,150934,1
48253,Metro, ,Jones TX,20202,1
48255, , ,Karnes TX,14824,1
48257,Metro, ,Kaufman TX,103350,1
48259,Metro, ,Kendall TX,33410,1
48261,Micro, ,Kenedy TX,416,1
48263, , ,Kent TX,808,1
48265,Micro, ,Kerr TX,49625,1
48267, , ,Kimble TX,4607,1
48269, , ,King TX,286,1
48271, , ,Kinney TX,3598,1
48273,Micro, ,Kleberg TX,32061,1
48275, , ,Knox TX,3719,1
48277,Micro, ,Lamar TX,49793,1
48279, , ,Lamb TX,13977,1
48281,Metro, ,Lampasas TX,19677,1
48283, , ,La Salle TX,6886,1
48285, , ,Lavaca TX,19263,1
48287, , ,Lee TX,16612,1
48289, , ,Leon TX,16801,1
48291,Metro, ,Liberty TX,75643,1
48293, , ,Limestone TX,23384,1
48295, , ,Lipscomb TX,3302,1
48297, , ,Live Oak TX,11531,1
48299, , ,Llano TX,19301,1
48301, , ,Loving TX,82,1
48303,Metro, ,Lubbock TX,278831,1
48305,Metro, ,Lynn TX,5915,1
48307, , ,McCulloch TX,8283,1
48309,Metro, ,McLennan TX,234906,1
48311, , ,McMullen TX,707,1
48313, , ,Madison TX,13664,1
48315, , ,Marion TX,10546,1
48317,Metro, ,Martin TX,4799,1
48319, , ,Mason TX,4012,1
48321,Micro, ,Matagorda TX,36702,1
48323,Micro, ,Maverick TX,54258,1
48325,Metro, ,Medina TX,46006,1
48327, , ,Menard TX,2242,1
48329,Metro, ,Midland TX,136872,1
48331, , ,Milam TX,24757,1
48333, , ,Mills TX,4936,1
48335, , ,Mitchell TX,9403,1
48337, , ,Montague TX,19719,1
48339,Metro, ,Montgomery TX,455746,1
48341,Micro, ,Moore TX,21904,1
48343, , ,Morris TX,12934,1
48345, , ,Motley TX,1210,1
48347,Micro, ,Nacogdoches TX,64524,1
48349,Micro, ,Navarro TX,47735,1
48351,Metro, ,Newton TX,14445,1
48353,Micro, ,Nolan TX,15216,1
48355,Metro, ,Nueces TX,340223,1
48357, , ,Ochiltree TX,10223,1
48359,Metro, ,Oldham TX,2052,1
48361,Metro, ,Orange TX,81837,1
48363,Micro, ,Palo Pinto TX,28111,1
48365, , ,Panola TX,23796,1
48367,Metro, ,Parker TX,116927,1
48369, , ,Parmer TX,10269,1
48371, , ,Pecos TX,15507,1
48373, , ,Polk TX,45413,1
48375,Metro, ,Potter TX,121073,1
48377, , ,Presidio TX,7818,1
48379, , ,Rains TX,10914,1
48381,Metro, ,Randall TX,120725,1
48383, , ,Reagan TX,3367,1
48385, , ,Real TX,3309,1
48387, , ,Red River TX,12860,1
48389,Micro, ,Reeves TX,13783,1
48391, , ,Refugio TX,7383,1
48393, , ,Roberts TX,929,1
48395,Metro, ,Robertson TX,16622,1
48397,Metro, ,Rockwall TX,78337,1
48399, , ,Runnels TX,10501,1
48401,Metro, ,Rusk TX,53330,1
48403, , ,Sabine TX,10834,1
48405, , ,San Augustine TX,8865,1
48407, , ,San Jacinto TX,26384,1
48409,Metro, ,San Patricio TX,64804,1
48411, , ,San Saba TX,6131,1
48413, , ,Schleicher TX,3461,1
48415,Micro, ,Scurry TX,16921,1
48417, , ,Shackelford TX,3378,1
48419, , ,Shelby TX,25448,1
48421, , ,Sherman TX,3034,1
48423,Metro, ,Smith TX,209714,1
48425,Metro, ,Somervell TX,8490,1
48427,Micro, ,Starr TX,60968,1
48429, , ,Stephens TX,9630,1
48431, , ,Sterling TX,1143,1
48433, , ,Stonewall TX,1490,1
48435, , ,Sutton TX,4128,1
48437, , ,Swisher TX,7854,1
48439,Metro, ,Tarrant TX,1809034,1
48441,Metro, ,Taylor TX,131506,1
48443, , ,Terrell TX,984,1
48445, , ,Terry TX,12651,1
48447, , ,Throckmorton TX,1641,1
48449,Micro, ,Titus TX,32334,1
48451,Metro, ,Tom Green TX,110224,1
48453,Metro, ,Travis TX,1024266,1
48455,Micro, ,Trinity TX,14585,1
48457, , ,Tyler TX,21766,1
48459,Metro, ,Upshur TX,39309,1
48461, , ,Upton TX,3355,1
48463,Micro, ,Uvalde TX,26405,1
48465,Micro, ,Val Verde TX,48879,1
48467, , ,Van Zandt TX,52579,1
48469,Metro, ,Victoria TX,86793,1
48471,Micro, ,Walker TX,67861,1
48473,Metro, ,Waller TX,43205,1
48475, , ,Ward TX,10658,1
48477,Micro, ,Washington TX,33718,1
48479,Metro, ,Webb TX,250304,1
48481,Micro, ,Wharton TX,41280,1
48483, , ,Wheeler TX,5410,1
48485,Metro, ,Wichita TX,131500,1
48487,Micro, ,Wilbarger TX,13535,1
48489,Micro, ,Willacy TX,22134,1
48491,Metro, ,Williamson TX,422679,1
48493,Metro, ,Wilson TX,42918,1
48495, , ,Winkler TX,7110,1
48497,Metro, ,Wise TX,59127,1
48499, , ,Wood TX,41964,1
48501, , ,Yoakum TX,7879,1
48503, , ,Young TX,18550,1
48505,Micro, ,Zapata TX,14018,1
48507, , ,Zavala TX,11677,1
49001, , ,Beaver UT,6629,1
49003,Metro, ,Box Elder UT,49975,1
49005,Metro, ,Cache UT,112656,1
49007,Micro, ,Carbon UT,21403,1
49009, , ,Daggett UT,1059,1
49011,Metro, ,Davis UT,306479,1
49013, , ,Duchesne UT,18607,1
49015, , ,Emery UT,10976,1
49017, , ,Garfield UT,5172,1
49019, , ,Grand UT,9225,1
49021,Micro, ,Iron UT,46163,1
49023,Metro, ,Juab UT,10246,1
49025, , ,Kane UT,7125,1
49027, , ,Millard UT,12503,1
49029,Metro, ,Morgan UT,9469,1
49031, , ,Piute UT,1556,1
49033, , ,Rich UT,2264,1
49035,Metro, ,Salt Lake UT,1029655,1
49037, , ,San Juan UT,14746,1
49039, , ,Sanpete UT,27822,1
49041, , ,Sevier UT,20802,1
49043,Micro, ,Summit UT,36324,1
49045,Metro, ,Tooele UT,58218,1
49047,Micro, ,Uintah UT,32588,1
49049,Metro, ,Utah UT,516564,1
49051,Micro, ,Wasatch UT,23530,1
49053,Metro, ,Washington UT,138115,1
49055, , ,Wayne UT,2778,1
49057,Metro, ,Weber UT,231236,1
50001, , ,Addison VT,36821,1
50003,Micro, ,Bennington VT,37125,1
50005, , ,Caledonia VT,31227,1
50007,Metro, ,Chittenden VT,156545,1
50009,Micro, ,Essex VT,6306,1
50011,Metro, ,Franklin VT,47746,1
50013,Metro, ,Grand Isle VT,6970,1
50015, , ,Lamoille VT,24475,1
50017,Micro, ,Orange VT,28936,1
50019, , ,Orleans VT,27231,1
50021,Micro, ,Rutland VT,61642,1
50023,Micro, ,Washington VT,59534,1
50025, , ,Windham VT,44513,1
50027,Micro, ,Windsor VT,56670,1
51001, , ,Accomack VA,33164,1
51003,Metro, ,Albemarle VA,98970,1
51005, , ,Alleghany VA,16250,1
51007,Metro, ,Amelia VA,12690,1
51009,Metro, ,Amherst VA,32353,1
51011,Metro, ,Appomattox VA,14973,1
51013,Metro, ,Arlington VA,207627,1
51015,Metro, ,Augusta VA,73750,1
51017, , ,Bath VA,4731,1
51019,Metro, ,Bedford VA (R),74898,1
51021, , ,Bland VA,6824,1
51023,Metro, ,Botetourt VA,33148,1
51025, , ,Brunswick VA,17434,1
51027, , ,Buchanan VA,24098,1
51029,Metro, ,Buckingham VA,17146,1
51031,Metro, ,Campbell VA,54842,1
51033,Metro, ,Caroline VA,28545,1
51035, , ,Carroll VA,30042,1
51036,Metro, ,Charles City VA,7256,1
51037, , ,Charlotte VA,12586,1
51041,Metro, ,Chesterfield VA,316236,1
51043,Metro, ,Clarke VA,14034,1
51045,Metro, ,Craig VA,5190,1
51047,Metro, ,Culpeper VA,46689,1
51049, , ,Cumberland VA,10052,1
51051,Micro, ,Dickenson VA,15903,1
51053,Metro, ,Dinwiddie VA,28001,1
51057, , ,Essex VA,11151,1
51059,Metro, ,Fairfax VA,1081726,1
51061,Metro, ,Fauquier VA,65203,1
51063,Metro, ,Floyd VA,15279,1
51065,Metro, ,Fluvanna VA,25691,1
51067,Metro, ,Franklin VA,56159,1
51069,Metro, ,Frederick VA,78305,1
51071,Metro, ,Giles VA,17286,1
51073,Metro, ,Gloucester VA,36858,1
51075,Metro, ,Goochland VA,21717,1
51077, , ,Grayson VA,15533,1
51079,Metro, ,Greene VA,18403,1
51081, , ,Greensville VA,12243,1
51083, , ,Halifax VA,36241,1
51085,Metro, ,Hanover VA,99863,1
51087,Metro, ,Henrico VA,306935,1
51089,Micro, ,Henry VA,54151,1
51091, , ,Highland VA,2321,1
51093,Metro, ,Isle of Wight VA,35270,1
51095,Metro, ,James City VA,67009,1
51097, , ,King and Queen VA,6945,1
51099, , ,King George VA,23584,1
51101,Metro, ,King William VA,15935,1
51103, , ,Lancaster VA,11391,1
51105, , ,Lee VA,25587,1
51107,Metro, ,Loudoun VA,312311,1
51109, , ,Louisa VA,33153,1
51111, , ,Lunenburg VA,12914,1
51113, , ,Madison VA,13308,1
51115,Metro, ,Mathews VA,8978,1
51117, , ,Mecklenburg VA,32727,1
51119, , ,Middlesex VA,10959,1
51121,Metro, ,Montgomery VA,94392,1
51125,Metro, ,Nelson VA,15020,1
51127,Metro, ,New Kent VA,18429,1
51131, , ,Northampton VA,12389,1
51133, , ,Northumberland VA,12330,1
51135, , ,Nottoway VA,15853,1
51137, , ,Orange VA,33481,1
51139, , ,Page VA,24042,1
51141, , ,Patrick VA,18490,1
51143,Micro, ,Pittsylvania VA,63506,1
51145,Metro, ,Powhatan VA,28046,1
51147, , ,Prince Edward VA,23368,1
51149,Metro, ,Prince George VA,35725,1
51153,Metro, ,Prince William VA,402002,1
51155,Metro, ,Pulaski VA,34872,1
51157,Metro, ,Rappahannock VA,7373,1
51159, , ,Richmond VA,9254,1
51161,Metro, ,Roanoke VA,92376,1
51163, , ,Rockbridge VA,22307,1
51165,Metro, ,Rockingham VA,76314,1
51167, , ,Russell VA,28897,1
51169,Metro, ,Scott VA,23177,1
51171, , ,Shenandoah VA,41993,1
51173, , ,Smyth VA,32208,1
51175, , ,Southampton VA,18570,1
51177,Metro, ,Spotsylvania VA,122397,1
51179,Metro, ,Stafford VA,128961,1
51181, , ,Surry VA,7058,1
51183,Metro, ,Sussex VA,12087,1
51185,Micro, ,Tazewell VA,45078,1
51187,Metro, ,Warren VA,37575,1
51191,Metro, ,Washington VA,54876,1
51193, , ,Westmoreland VA,17454,1
51195,Micro, ,Wise VA,41452,1
51197, , ,Wythe VA,29235,1
51199,Metro, ,York VA,65464,1
51510,Metro, ,Alexandria city VA,139966,1
51520,Metro, ,Bristol city VA,17835,1
51530, , ,Buena Vista city VA,6650,1
51540,Metro, ,Charlottesville city VA,43475,1
51550,Metro, ,Chesapeake city VA,222209,1
51570,Metro, ,Colonial Heights city VA,17411,1
51580, , ,Covington city VA,5961,1
51590,Micro, ,Danville city VA,43055,1
51595, , ,Emporia city VA,5927,1
51600,Metro, ,Fairfax city VA,22565,1
51610,Metro, ,Falls Church city VA,12332,1
51620, , ,Franklin city VA,8582,1
51630,Metro, ,Fredericksburg city VA,24286,1
51640, , ,Galax city VA,7042,1
51650,Metro, ,Hampton city VA,137436,1
51660,Metro, ,Harrisonburg city VA,48914,1
51670,Metro, ,Hopewell city VA,22591,1
51678, , ,Lexington city VA,7042,1
51680,Metro, ,Lynchburg city VA,75568,1
51683,Metro, ,Manassas city VA,37821,1
51685,Metro, ,Manassas Park city VA,14273,1
51690,Micro, ,Martinsville city VA,13821,1
51700,Metro, ,Newport News city VA,180719,1
51710,Metro, ,Norfolk city VA,242803,1
51720,Micro, ,Norton city VA,3958,1
51730,Metro, ,Petersburg city VA,32420,1
51735,Metro, ,Poquoson city VA,12150,1
51740,Metro, ,Portsmouth city VA,95535,1
51750,Metro, ,Radford city VA,16408,1
51760,Metro, ,Richmond city VA,204214,1
51770,Metro, ,Roanoke city VA,97032,1
51775,Metro, ,Salem city VA,24802,1
51790,Metro, ,Staunton city VA,23746,1
51800,Metro, ,Suffolk city VA,84585,1
51810,Metro, ,Virginia Beach city VA,437994,1
51820,Metro, ,Waynesboro city VA,21006,1
51830,Metro, ,Williamsburg city VA,14068,1
51840,Metro, ,Winchester city VA,26203,1
53001,Micro, ,Adams WA,18728,1
53003,Metro, ,Asotin WA,21623,1
53005,Metro, ,Benton WA,175177,1
53007,Metro, ,Chelan WA,72453,1
53009,Micro, ,Clallam WA,71404,1
53011,Metro, ,Clark WA,425363,1
53013,Metro, ,Columbia WA,4078,1
53015,Metro, ,Cowlitz WA,102410,1
53017,Metro, ,Douglas WA,38431,1
53019, , ,Ferry WA,7551,1
53021,Metro, ,Franklin WA,78163,1
53023, , ,Garfield WA,2266,1
53025,Micro, ,Grant WA,89120,1
53027,Micro, ,Grays Harbor WA,72797,1
53029,Micro, ,Island WA,78506,1
53031, , ,Jefferson WA,29872,1
53033,Metro, ,King WA,1931249,1
53035,Metro, ,Kitsap WA,251133,1
53037,Micro, ,Kittitas WA,40915,1
53039, , ,Klickitat WA,20318,1
53041,Micro, ,Lewis WA,75455,1
53043, , ,Lincoln WA,10570,1
53045,Micro, ,Mason WA,60699,1
53047, , ,Okanogan WA,41120,1
53049, , ,Pacific WA,20920,1
53051,Metro, ,Pend Oreille WA,13001,1
53053,Metro, ,Pierce WA,795225,1
53055, , ,San Juan WA,15769,1
53057,Metro, ,Skagit WA,116901,1
53059,Metro, ,Skamania WA,11066,1
53061,Metro, ,Snohomish WA,713335,1
53063,Metro, ,Spokane WA,471221,1
53065,Metro, ,Stevens WA,43531,1
53067,Metro, ,Thurston WA,252264,1
53069, , ,Wahkiakum WA,3978,1
53071,Metro, ,Walla Walla WA,58781,1
53073,Metro, ,Whatcom WA,201140,1
53075,Micro, ,Whitman WA,44776,1
53077,Metro, ,Yakima WA,243231,1
54001, , ,Barbour WV,16589,1
54003,Metro, ,Berkeley WV,104169,1
54005,Metro, ,Boone WV,24629,1
54007, , ,Braxton WV,14523,1
54009,Metro, ,Brooke WV,24069,1
54011,Metro, ,Cabell WV,96319,1
54013, , ,Calhoun WV,7627,1
54015,Metro, ,Clay WV,9386,1
54017,Micro, ,Doddridge WV,8202,1
54019,Metro, ,Fayette WV,46039,1
54021, , ,Gilmer WV,8693,1
54023, , ,Grant WV,11937,1
54025, , ,Greenbrier WV,35480,1
54027,Metro, ,Hampshire WV,23964,1
54029,Metro, ,Hancock WV,30676,1
54031, , ,Hardy WV,14025,1
54033,Micro, ,Harrison WV,69099,1
54035, , ,Jackson WV,29211,1
54037,Metro, ,Jefferson WV,53498,1
54039,Metro, ,Kanawha WV,193063,1
54041, , ,Lewis WV,16372,1
54043,Metro, ,Lincoln WV,21720,1
54045,Micro, ,Logan WV,36743,1
54047, , ,McDowell WV,22113,1
54049,Micro, ,Marion WV,56418,1
54051,Metro, ,Marshall WV,33107,1
54053,Micro, ,Mason WV,27324,1
54055,Micro, ,Mercer WV,62264,1
54057,Metro, ,Mineral WV,28212,1
54059, , ,Mingo WV,26839,1
54061,Metro, ,Monongalia WV,96189,1
54063, , ,Monroe WV,13502,1
54065, , ,Morgan WV,17541,1
54067, , ,Nicholas WV,26233,1
54069,Metro, ,Ohio WV,44443,1
54071, , ,Pendleton WV,7695,1
54073, , ,Pleasants WV,7605,1
54075, , ,Pocahontas WV,8719,1
54077,Metro, ,Preston WV,33520,1
54079,Metro, ,Putnam WV,55486,1
54081,Metro, ,Raleigh WV,78859,1
54083,Micro, ,Randolph WV,29405,1
54085, , ,Ritchie WV,10449,1
54087, , ,Roane WV,14926,1
54089, , ,Summers WV,13927,1
54091,Micro, ,Taylor WV,16895,1
54093, , ,Tucker WV,7141,1
54095, , ,Tyler WV,9208,1
54097, , ,Upshur WV,24254,1
54099,Metro, ,Wayne WV,42481,1
54101, , ,Webster WV,9154,1
54103, , ,Wetzel WV,16583,1
54105,Metro, ,Wirt WV,5717,1
54107,Metro, ,Wood WV,86956,1
54109, , ,Wyoming WV,23796,1
55001, , ,Adams WI,20875,1
55003, , ,Ashland WI,16157,1
55005, , ,Barron WI,45870,1
55007, , ,Bayfield WI,15014,1
55009,Metro, ,Brown WI,248007,1
55011, , ,Buffalo WI,13587,1
55013, , ,Burnett WI,15457,1
55015,Metro, ,Calumet WI,48971,1
55017,Metro, ,Chippewa WI,62415,1
55019, , ,Clark WI,34690,1
55021,Metro, ,Columbia WI,56833,1
55023, , ,Crawford WI,16644,1
55025,Metro, ,Dane WI,488073,1
55027,Micro, ,Dodge WI,88759,1
55029, , ,Door WI,27785,1
55031,Metro, ,Douglas WI,44159,1
55033,Micro, ,Dunn WI,43857,1
55035,Metro, ,Eau Claire WI,98736,1
55037,Micro, ,Florence WI,4423,1
55039,Metro, ,Fond du Lac WI,101633,1
55041, , ,Forest WI,9304,1
55043,Micro, ,Grant WI,51208,1
55045,Metro, ,Green WI,36842,1
55047, , ,Green Lake WI,19051,1
55049,Metro, ,Iowa WI,23687,1
55051, , ,Iron WI,5916,1
55053, , ,Jackson WI,20449,1
55055,Micro, ,Jefferson WI,83686,1
55057, , ,Juneau WI,26664,1
55059,Metro, ,Kenosha WI,166426,1
55061,Metro, ,Kewaunee WI,20574,1
55063,Metro, ,La Crosse WI,114638,1
55065, , ,Lafayette WI,16836,1
55067, , ,Langlade WI,19977,1
55069,Micro, ,Lincoln WI,28743,1
55071,Micro, ,Manitowoc WI,81442,1
55073,Metro, ,Marathon WI,134063,1
55075,Micro, ,Marinette WI,41749,1
55077, , ,Marquette WI,15404,1
55078,Micro, ,Menominee WI,4232,1
55079,Metro, ,Milwaukee WI,947735,1
55081, , ,Monroe WI,44673,1
55083,Metro, ,Oconto WI,37660,1
55085, , ,Oneida WI,35998,1
55087,Metro, ,Outagamie WI,176695,1
55089,Metro, ,Ozaukee WI,86395,1
55091, , ,Pepin WI,7469,1
55093,Metro, ,Pierce WI,41019,1
55095, , ,Polk WI,44205,1
55097,Micro, ,Portage WI,70019,1
55099, , ,Price WI,14159,1
55101,Metro, ,Racine WI,195408,1
55103, , ,Richland WI,18021,1
55105,Metro, ,Rock WI,160331,1
55107, , ,Rusk WI,14755,1
55109,Metro, ,St. Croix WI,84345,1
55111,Micro, ,Sauk WI,61976,1
55113, , ,Sawyer WI,16557,1
55115,Micro, ,Shawano WI,41949,1
55117,Metro, ,Sheboygan WI,115507,1
55119, , ,Taylor WI,20689,1
55121, , ,Trempealeau WI,28816,1
55123, , ,Vernon WI,29773,1
55125, , ,Vilas WI,21430,1
55127,Micro, ,Walworth WI,102228,1
55129, , ,Washburn WI,15911,1
55131,Metro, ,Washington WI,131887,1
55133,Metro, ,Waukesha WI,389891,1
55135, , ,Waupaca WI,52410,1
55137, , ,Waushara WI,24496,1
55139,Metro, ,Winnebago WI,166994,1
55141,Micro, ,Wood WI,74749,1
56001,Micro, ,Albany WY,36299,1
56003, , ,Big Horn WY,11668,1
56005,Micro, ,Campbell WY,46133,1
56007, , ,Carbon WY,15885,1
56009, , ,Converse WY,13833,1
56011, , ,Crook WY,7083,1
56013,Micro, ,Fremont WY,40123,1
56015, , ,Goshen WY,13249,1
56017, , ,Hot Springs WY,4812,1
56019, , ,Johnson WY,8569,1
56021,Metro, ,Laramie WY,91738,1
56023, , ,Lincoln WY,18106,1
56025,Metro, ,Natrona WY,75450,1
56027, , ,Niobrara WY,2484,1
56029, , ,Park WY,28205,1
56031, , ,Platte WY,8667,1
56033,Micro, ,Sheridan WY,29116,1
56035, , ,Sublette WY,10247,1
56037,Micro, ,Sweetwater WY,43806,1
56039,Micro, ,Teton WY,21294,1
56041,Micro, ,Uinta WY,21118,1
56043, , ,Washakie WY,8533,1
56045, , ,Weston WY,7208,1
